us-west-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,00969229b3cee491d9fec81d4571f01b,f223ecd0371aea35,73a185824fc79c02,78.0,80.0,2.0,2.0,2.0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:0|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:1208|
us-west-1,paymentservice,POST,/hipstershop.PaymentService/Charge,00969229b3cee491d9fec81d4571f01b,11e55c67e38eb23d,73a185824fc79c02,55.0,57.0,2.0,2.0,2.0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:0|,paymentservice@POST@/hipstershop.PaymentService/Charge:1236|
us-west-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,00969229b3cee491d9fec81d4571f01b,fbfca5e83b8f7faf,3aff5e9e2b5941f4,97.0,131.0,34.0,34.0,34.0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:0|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1192|
us-west-1,cartservice,POST,/hipstershop.CartService/GetCart,00969229b3cee491d9fec81d4571f01b,9241c1a6fa6a4ee8,73a185824fc79c02,23.0,31.0,8.0,8.0,8.0,-1,cartservice@POST@/hipstershop.CartService/GetCart:0|,cartservice@POST@/hipstershop.CartService/GetCart:1148|
us-west-1,frontend,POST,/cart/checkout,00969229b3cee491d9fec81d4571f01b,3aff5e9e2b5941f4,d9fec81d4571f01b,8.0,195.0,187.0,82.0,187.0,-1,frontend@POST@/cart/checkout:0|,frontend@POST@/cart/checkout:1184|
us-west-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,00969229b3cee491d9fec81d4571f01b,73a185824fc79c02,3aff5e9e2b5941f4,14.0,85.0,71.0,60.0,71.0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:0|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:1264|
us-west-1,sslateingress,POST,/cart/checkout,00969229b3cee491d9fec81d4571f01b,d9fec81d4571f01b,nan,0.0,205.0,205.0,18.0,205.0,-1,sslateingress@POST@/cart/checkout:0|,sslateingress@POST@/cart/checkout:1188|
us-west-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,00969229b3cee491d9fec81d4571f01b,cadcce45eae47d7a,73a185824fc79c02,66.0,69.0,3.0,3.0,3.0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:0|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:1192|

us-east-1,emailservice,POST,/hipstershop.EmailService/SendOrderConfirmation,00969229b3cee491d9fec81d4571f01b,f223ecd0371aea35,73a185824fc79c02,78.0,80.0,2.0,2.0,2.0,-1,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:0|,emailservice@POST@/hipstershop.EmailService/SendOrderConfirmation:1208|
us-east-1,paymentservice,POST,/hipstershop.PaymentService/Charge,00969229b3cee491d9fec81d4571f01b,11e55c67e38eb23d,73a185824fc79c02,55.0,57.0,2.0,2.0,2.0,-1,paymentservice@POST@/hipstershop.PaymentService/Charge:0|,paymentservice@POST@/hipstershop.PaymentService/Charge:1236|
us-east-1,recommendationservice,POST,/hipstershop.RecommendationService/ListRecommendations,00969229b3cee491d9fec81d4571f01b,fbfca5e83b8f7faf,3aff5e9e2b5941f4,97.0,131.0,34.0,34.0,34.0,-1,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:0|,recommendationservice@POST@/hipstershop.RecommendationService/ListRecommendations:1192|
us-east-1,cartservice,POST,/hipstershop.CartService/GetCart,00969229b3cee491d9fec81d4571f01b,9241c1a6fa6a4ee8,73a185824fc79c02,23.0,31.0,8.0,8.0,8.0,-1,cartservice@POST@/hipstershop.CartService/GetCart:0|,cartservice@POST@/hipstershop.CartService/GetCart:1148|
us-east-1,frontend,POST,/cart/checkout,00969229b3cee491d9fec81d4571f01b,3aff5e9e2b5941f4,d9fec81d4571f01b,8.0,195.0,187.0,82.0,187.0,-1,frontend@POST@/cart/checkout:0|,frontend@POST@/cart/checkout:1184|
us-east-1,checkoutservice,POST,/hipstershop.CheckoutService/PlaceOrder,00969229b3cee491d9fec81d4571f01b,73a185824fc79c02,3aff5e9e2b5941f4,14.0,85.0,71.0,60.0,71.0,-1,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:0|,checkoutservice@POST@/hipstershop.CheckoutService/PlaceOrder:1264|
us-east-1,sslateingress,POST,/cart/checkout,00969229b3cee491d9fec81d4571f01b,d9fec81d4571f01b,nan,0.0,205.0,205.0,18.0,205.0,-1,sslateingress@POST@/cart/checkout:0|,sslateingress@POST@/cart/checkout:1188|
us-east-1,shippingservice,POST,/hipstershop.ShippingService/ShipOrder,00969229b3cee491d9fec81d4571f01b,cadcce45eae47d7a,73a185824fc79c02,66.0,69.0,3.0,3.0,3.0,-1,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:0|,shippingservice@POST@/hipstershop.ShippingService/ShipOrder:1192|